   272    0.48632E+04    0.49471E+01    0.27966E-01    0.96231E+02
   273    0.48355E+04    0.50822E+01    0.28144E-01    0.97394E+02
   274    0.48076E+04    0.52194E+01    0.28321E-01    0.98531E+02
   275    0.47793E+04    0.53587E+01    0.28497E-01    0.99642E+02
   276    0.47507E+04    0.55000E+01    0.28673E-01    0.10072E+03
   277    0.47218E+04    0.56432E+01    0.28848E-01    0.10178E+03
   278    0.46926E+04    0.57884E+01    0.29023E-01    0.10281E+03
   279    0.46631E+04    0.59356E+01    0.29197E-01    0.10380E+03
   280    0.46333E+04    0.60846E+01    0.29370E-01    0.10477E+03
   281    0.46032E+04    0.62355E+01    0.29543E-01    0.10571E+03
   282    0.45729E+04    0.63883E+01    0.29715E-01    0.10661E+03
   283    0.45424E+04    0.65429E+01    0.29886E-01    0.10749E+03
   284    0.45116E+04    0.66993E+01    0.30057E-01    0.10833E+03
   285    0.44805E+04    0.68575E+01    0.30227E-01    0.10915E+03
   286    0.44493E+04    0.70173E+01    0.30397E-01    0.10992E+03
   287    0.44178E+04    0.71789E+01    0.30566E-01    0.11067E+03
   288    0.43861E+04    0.73421E+01    0.30734E-01    0.11138E+03
   289    0.43543E+04    0.75069E+01    0.30901E-01    0.11206E+03
   290    0.43223E+04    0.76732E+01    0.31068E-01    0.11271E+03
   291    0.42901E+04    0.78410E+01    0.31234E-01    0.11332E+03
   292    0.42577E+04    0.80102E+01    0.31399E-01    0.11389E+03
   293    0.42252E+04    0.81809E+01    0.31564E-01    0.11443E+03
   294    0.41926E+04    0.83528E+01    0.31728E-01    0.11494E+03
   295    0.41599E+04    0.85261E+01    0.31891E-01    0.11541E+03
   296    0.41270E+04    0.87006E+01    0.32053E-01    0.11584E+03
   297    0.40940E+04    0.88763E+01    0.32215E-01    0.11624E+03
   298    0.40610E+04    0.90532E+01    0.32375E-01    0.11660E+03
   299    0.40279E+04    0.92311E+01    0.32536E-01    0.11693E+03
   300    0.39947E+04    0.94101E+01    0.32695E-01    0.11722E+03
   301    0.39614E+04    0.95901E+01    0.32854E-01    0.11747E+03
   302    0.39281E+04    0.97711E+01    0.33011E-01    0.11768E+03
   303    0.38948E+04    0.99530E+01    0.33169E-01    0.11785E+03
   304    0.38614E+04    0.10136E+02    0.33325E-01    0.11799E+03
   305    0.38280E+04    0.10319E+02    0.33480E-01    0.11809E+03
   306    0.37946E+04    0.10503E+02    0.33635E-01    0.11815E+03
   307    0.37613E+04    0.10688E+02    0.33789E-01    0.11818E+03
   308    0.37279E+04    0.10873E+02    0.33943E-01    0.11816E+03
   309    0.36945E+04    0.11059E+02    0.34096E-01    0.11811E+03
   310    0.36612E+04    0.11246E+02    0.34247E-01    0.11802E+03
   311    0.36280E+04    0.11432E+02    0.34399E-01    0.11789E+03
   312    0.35948E+04    0.11619E+02    0.34549E-01    0.11772E+03
   313    0.35616E+04    0.11806E+02    0.34699E-01    0.11752E+03
   314    0.35286E+04    0.11994E+02    0.34848E-01    0.11727E+03
   315    0.34956E+04    0.12181E+02    0.34996E-01    0.11699E+03
   316    0.34627E+04    0.12369E+02    0.35144E-01    0.11667E+03
   317    0.34299E+04    0.12556E+02    0.35291E-01    0.11631E+03
   318    0.33973E+04    0.12743E+02    0.35437E-01    0.11592E+03
   319    0.33647E+04    0.12931E+02    0.35582E-01    0.11548E+03
   320    0.33323E+04    0.13118E+02    0.35727E-01    0.11501E+03
   321    0.33001E+04    0.13304E+02    0.35872E-01    0.11450E+03
   322    0.32680E+04    0.13491E+02    0.36015E-01    0.11395E+03
   323    0.32361E+04    0.13677E+02    0.36158E-01    0.11336E+03
   324    0.32043E+04    0.13862E+02    0.36300E-01    0.11274E+03
   325    0.31727E+04    0.14047E+02    0.36442E-01    0.11207E+03
   326    0.31413E+04    0.14231E+02    0.36583E-01    0.11138E+03
   327    0.31101E+04    0.14414E+02    0.36724E-01    0.11064E+03
   328    0.30792E+04    0.14597E+02    0.36864E-01    0.10987E+03
   329    0.30484E+04    0.14778E+02    0.37003E-01    0.10907E+03
   330    0.30179E+04    0.14959E+02    0.37142E-01    0.10823E+03
   331    0.29875E+04    0.15139E+02    0.37280E-01    0.10735E+03
   332    0.29575E+04    0.15318E+02    0.37418E-01    0.10644E+03
   333    0.29277E+04    0.15495E+02    0.37555E-01    0.10550E+03
   334    0.28981E+04    0.15671E+02    0.37692E-01    0.10451E+03
   335    0.28688E+04    0.15846E+02    0.37829E-01    0.10350E+03
   336    0.28398E+04    0.16020E+02    0.37964E-01    0.10245E+03
   337    0.28111E+04    0.16192E+02    0.38100E-01    0.10137E+03
   338    0.27827E+04    0.16362E+02    0.38235E-01    0.10026E+03
   339    0.27546E+04    0.16531E+02    0.38370E-01    0.99109E+02
   340    0.27268E+04    0.16698E+02    0.38504E-01    0.97930E+02
   341    0.26993E+04    0.16864E+02    0.38638E-01    0.96720E+02
   342    0.26721E+04    0.17027E+02    0.38771E-01    0.95479E+02
   343    0.26452E+04    0.17189E+02    0.38904E-01    0.94208E+02
